Date,Revenue,COGS
2023-01-01,3215666.2,2901443.2
2023-01-02,2477097.5,2143397.5
2023-01-03,2089321.8,1856041.5
2023-01-04,2000372.0,1743281.1
2023-01-05,1980629.8,1736009.1
2023-01-06,2005092.0,1759762.8
2023-01-07,2093179.2,1822210.4
2023-01-08,2246921.0,1973259.5
2023-01-09,2362451.8,2104914.2
2023-01-10,2391966.2,2160546.5
2023-01-11,2344015.8,2139446.0
2023-01-12,2291204.5,2115916.0
2023-01-13,2313355.8,2106007.2
2023-01-14,2362471.8,2128263.5
2023-01-15,2438128.0,2210080.5
2023-01-16,2551953.2,2297284.2
2023-01-17,2577019.5,2315153.0
2023-01-18,2552508.5,2260374.0
2023-01-19,2592481.5,2255893.5
2023-01-20,2650341.2,2260423.5
2023-01-21,2753728.5,2292545.2
2023-01-22,2902320.8,2420544.5
2023-01-23,3153893.0,2677886.2
2023-01-24,3685516.0,3169610.0
2023-01-25,3875634.0,3285967.2
2023-01-26,3903847.5,3230326.8
2023-01-27,4000039.5,3288382.0
2023-01-28,4043744.8,3336824.8
2023-01-29,4112271.0,3522461.2
2023-01-30,4137124.0,3563848.2
2023-01-31,4199939.5,3669420.0
2023-02-01,3087080.0,2657211.5
2023-02-02,2440413.8,2108062.5
2023-02-03,2213489.0,1950767.4
2023-02-04,2230583.0,1940589.2
2023-02-05,2288645.8,2028791.9
2023-02-06,2340826.2,2101472.8
2023-02-07,2425760.0,2182604.0
2023-02-08,2522734.0,2275440.5
2023-02-09,2585019.8,2351424.5
2023-02-10,2643794.5,2425465.2
2023-02-11,2743051.2,2541033.5
2023-02-12,2850085.0,2664301.5
2023-02-13,2900727.8,2718517.8
2023-02-14,2857179.2,2669451.0
2023-02-15,2818328.5,2621667.8
2023-02-16,2769505.2,2590138.0
2023-02-17,2750818.2,2584636.8
2023-02-18,2781114.0,2603577.0
2023-02-19,2855801.0,2700472.2
2023-02-20,3004495.5,2832246.0
2023-02-21,3141690.8,2927000.2
2023-02-22,3182515.8,2948433.8
2023-02-23,3207250.8,2980094.5
2023-02-24,3282115.5,3063989.2
2023-02-25,3300486.2,3075562.5
2023-02-26,3594628.5,3291637.8
2023-02-27,4004730.0,3476326.8
2023-02-28,4402491.5,3704020.0
2023-03-01,3834709.5,3238563.8
2023-03-02,3116315.5,2629809.5
2023-03-03,2707349.0,2293049.5
2023-03-04,2528671.5,2135629.0
2023-03-05,2513623.5,2177726.0
2023-03-06,2541873.2,2228897.8
2023-03-07,2698452.2,2336192.0
2023-03-08,2867955.2,2446098.0
2023-03-09,3081092.2,2579414.2
2023-03-10,3267127.2,2698030.2
2023-03-11,3403162.0,2833421.8
2023-03-12,3495082.5,2993490.5
2023-03-13,3636806.8,3091616.2
2023-03-14,3756924.2,3096004.2
2023-03-15,3824530.0,3070337.5
2023-03-16,3831372.0,3068802.8
2023-03-17,3803245.8,3061427.8
2023-03-18,3746841.8,3013433.5
2023-03-19,3726167.2,3034778.8
2023-03-20,3806173.0,3053075.2
2023-03-21,3928976.8,3036608.5
2023-03-22,3974394.5,3078175.5
2023-03-23,3982265.5,3123598.8
2023-03-24,3977074.8,3101670.2
2023-03-25,3966345.2,3077314.2
2023-03-26,4150973.2,3343894.8
2023-03-27,4865381.0,4158701.5
2023-03-28,5722011.5,5120925.0
2023-03-29,6219353.5,5626376.0
2023-03-30,6390599.0,5834219.0
2023-03-31,7158210.0,6536968.5
2023-04-01,6182142.0,5845184.5
2023-04-02,5165474.5,5014064.0
2023-04-03,4379777.5,4125297.2
2023-04-04,3994119.2,3538027.2
2023-04-05,3601628.2,2714005.2
2023-04-06,3242868.5,2484464.0
2023-04-07,3123320.8,2462596.0
2023-04-08,3172499.8,2605649.8
2023-04-09,3162247.8,2807203.0
2023-04-10,3246797.2,2926467.8
2023-04-11,3377418.5,3021098.0
2023-04-12,3491541.8,3086840.0
2023-04-13,3524341.2,3136046.0
2023-04-14,3484395.2,3147606.2
2023-04-15,3446229.2,3187232.2
2023-04-16,3433668.0,3222106.2
2023-04-17,3552424.2,3267698.2
2023-04-18,3751145.5,3348832.0
2023-04-19,3901827.5,3419336.8
2023-04-20,3925310.5,3400865.2
2023-04-21,3822334.2,3357341.2
2023-04-22,3774513.5,3388525.0
2023-04-23,3775624.5,3446439.8
2023-04-24,4217106.0,3693349.0
2023-04-25,5139405.5,4224276.0
2023-04-26,6200135.5,4743301.0
2023-04-27,6686832.5,4987273.5
2023-04-28,6897510.0,5076873.5
2023-04-29,6721007.0,4950984.5
2023-04-30,7572800.5,5732234.5
2023-05-01,7757283.5,6038220.5
2023-05-02,7107246.5,5639286.0
2023-05-03,5774991.5,4624562.5
2023-05-04,4105858.2,3581859.2
2023-05-05,3374149.5,3078510.0
2023-05-06,3146383.8,2985134.2
2023-05-07,3093170.0,3010086.8
2023-05-08,3164595.8,3051245.0
2023-05-09,3297031.0,3104403.8
2023-05-10,3362794.0,3121021.5
2023-05-11,3451952.2,3157219.2
2023-05-12,3531486.2,3188321.0
2023-05-13,3599790.5,3261845.2
2023-05-14,3640814.2,3328101.0
2023-05-15,3812398.0,3392542.5
2023-05-16,3953217.8,3439273.2
2023-05-17,4026763.8,3464501.0
2023-05-18,4034889.5,3460699.8
2023-05-19,3977960.2,3419672.2
2023-05-20,3872690.8,3399668.0
2023-05-21,3925654.8,3456741.2
2023-05-22,4183074.5,3583197.5
2023-05-23,4725844.0,3909649.5
2023-05-24,5218259.0,4154446.5
2023-05-25,5521678.5,4320109.5
2023-05-26,5620708.0,4371123.5
2023-05-27,5598761.0,4385276.0
2023-05-28,5755792.5,4473538.5
2023-05-29,6543959.0,4845734.0
2023-05-30,7250609.0,5279947.5
2023-05-31,8306904.0,6171247.5
2023-06-01,8053521.5,5947761.5
