Date,Revenue,COGS
2023-01-01,1931377.5494212965,2320393.4180905838
2023-01-02,1611236.2086503876,1804025.2267383721
2023-01-03,1535525.1162682027,1836860.9662513991
2023-01-04,1080453.7774004983,1530836.676246199
2023-01-05,1241285.2498444985,1476953.9663051716
2023-01-06,1519166.2200016486,1433113.9232251793
2023-01-07,1444373.0658178984,1584037.321492124
2023-01-08,1755681.5010785367,1672613.5555643071
2023-01-09,1898180.8035048498,1727979.9711340028
2023-01-10,2146466.5542653347,2138979.698288097
2023-01-11,1980727.5326450262,2076973.9739091499
2023-01-12,1752251.2529380503,1854444.7537619038
2023-01-13,1715059.3455170128,1850418.0293244782
2023-01-14,1873643.3083783698,1997255.7401075899
2023-01-15,2007808.3810336685,2015094.7534482002
2023-01-16,2163755.8544668816,1998218.7079569614
2023-01-17,2118116.938932135,2094693.1600535375
2023-01-18,1973623.1578145684,2018240.0358868646
2023-01-19,1796550.147047118,2026205.7397514377
2023-01-20,1878583.2006969124,1871037.3225780828
2023-01-21,2074597.0788535357,2285839.599940708
2023-01-22,2477521.0595746655,2233198.9912777287
2023-01-23,2554559.0993116177,2558251.6259957687
2023-01-24,2516172.5288585075,2553445.002866656
2023-01-25,2276620.501774593,2331886.3724669684
2023-01-26,2359079.8387680906,2268635.3435098664
2023-01-27,2449928.600155773,2476285.1838585036
2023-01-28,2997369.685470016,2991311.956173831
2023-01-29,3355217.164222226,3143396.4759266744
2023-01-30,3216738.339198133,3140238.508443255
2023-01-31,3096186.3070944897,2794777.7245183196
2023-02-01,2639777.3055418087,2270791.9502845732
2023-02-02,2304934.405031191,1981168.71698161
2023-02-03,1670464.3158089782,1607100.1636880836
2023-02-04,1568569.80411289,1684733.5964728028
2023-02-05,1553282.7291096726,1568683.7275390336
2023-02-06,1702195.994959715,1790832.245354065
2023-02-07,1958158.8760367238,1922447.3466034862
2023-02-08,1876922.9930832707,1776589.9917527444
2023-02-09,1900222.1771841117,1944982.5405355059
2023-02-10,1886411.8269785328,1968306.2767248433
2023-02-11,1896766.7221274166,1892222.2798507605
2023-02-12,2102659.8310877467,1863510.574404098
2023-02-13,2211088.8462730795,1946744.0460756104
2023-02-14,2558906.6212610533,2300488.605962369
2023-02-15,2549276.047486095,2429168.4549226146
2023-02-16,2488772.4921441926,2271916.8022802076
2023-02-17,2648350.0906492923,2219140.8540209997
2023-02-18,2578606.3111247444,2173618.959244653
2023-02-19,2602950.581852894,2340031.840348374
2023-02-20,2817016.1983571816,2527983.837461481
2023-02-21,2753872.4968521814,2593288.053474958
2023-02-22,3075593.054656792,2659655.2040255954
2023-02-23,3283430.180409621,2923774.7392935385
2023-02-24,3179512.446931252,2592912.266914695
2023-02-25,3261264.7973350515,2444333.8967467328
2023-02-26,3235419.6850145515,2805069.5407377416
2023-02-27,3670063.500263877,3254707.1366511043
2023-02-28,4105928.908374997,3217836.3226118856
2023-03-01,3757420.7733940417,2817481.7875701324
2023-03-02,2914777.08802576,2072812.3911601694
2023-03-03,2561312.7702826313,1565970.191402043
2023-03-04,2161607.328389647,1283398.3566007023
2023-03-05,2274082.355053124,1238796.1866866073
2023-03-06,2515482.7260922766,1506976.3952233035
2023-03-07,2700054.6123015643,1562201.4807229727
2023-03-08,2916442.8631364224,1813145.7682750544
2023-03-09,3111616.935275707,2154753.8813991635
2023-03-10,2985902.6237130007,2075301.2144063888
2023-03-11,3066700.828141272,2038935.6897493475
2023-03-12,3863186.6348764924,2190008.598322636
2023-03-13,4234630.499898299,2632754.566142088
2023-03-14,4055542.572631409,2730618.6323188394
2023-03-15,4357586.6161403,2996294.883324136
2023-03-16,4164290.8733631126,2976461.5423885114
2023-03-17,3855745.4858434065,2841624.095614329
2023-03-18,3671093.740550462,2640083.8121763854
2023-03-19,3764042.0480428254,2665083.9736562795
2023-03-20,3931751.172590347,2683630.752318549
2023-03-21,4098670.9902091445,3045380.1008399995
2023-03-22,4491184.589910996,3162613.46152203
2023-03-23,4269421.555650853,3149299.783627858
2023-03-24,4080839.727170323,2774750.7067734497
2023-03-25,3748430.546085136,2770562.621647055
2023-03-26,3955260.850590093,3451052.872711093
2023-03-27,4122021.607379671,3629635.1041324977
2023-03-28,4960676.643324967,3839359.3843505518
2023-03-29,5523213.605833384,3711433.764569758
2023-03-30,9244100.171896437,7534617.28448957
2023-03-31,8922799.692326007,7229372.8802554915
2023-04-01,8546128.032887584,6915619.880494996
2023-04-02,6863352.004827606,6157361.692339889
2023-04-03,6170205.573171625,5572174.517929407
2023-04-04,2579397.6166440523,2108545.1654707873
2023-04-05,3125873.9885952487,2595242.8328542155
2023-04-06,2697562.4646337833,2656118.1584892664
2023-04-07,2559334.382734208,2466251.398614797
2023-04-08,2575049.893470771,2502213.7016262934
2023-04-09,2707698.153095975,2687602.7167619905
2023-04-10,2986826.5026791748,2815453.397816212
2023-04-11,3003540.2916832776,2697758.0986280786
2023-04-12,4044502.411303512,3379715.331777921
2023-04-13,4215761.049768536,3369865.3308502864
2023-04-14,3975276.0424814327,3189247.3973939572
2023-04-15,3812016.962962827,2927581.949618478
2023-04-16,4136007.2030975623,3129932.7949399534
2023-04-17,4401350.222501891,3324309.387802878
2023-04-18,4452699.568809568,3487381.0207210784
2023-04-19,4816561.585993021,3682466.915353366
2023-04-20,4672953.060349001,3414605.310208813
2023-04-21,4099420.568122847,3014616.8812410696
2023-04-22,3985581.833837205,2774077.952791283
2023-04-23,4290582.638582071,3113907.244442967
2023-04-24,4447529.489854391,3329775.680870947
2023-04-25,4520061.281759366,3436822.0427995743
2023-04-26,4553977.3729387345,3965359.5876862155
2023-04-27,5160611.360376237,4185897.081768963
2023-04-28,5383359.887605776,4256645.926009512
2023-04-29,6785021.234160874,5306632.603938419
2023-04-30,7318488.692159236,5524739.876793511
2023-05-01,7274713.396408939,5666363.279340939
2023-05-02,5640777.6290699495,4623391.882227659
2023-05-03,5179319.623578281,4141222.8631728403
2023-05-04,3076864.623268972,2269658.7529149493
2023-05-05,2756219.591837232,2288897.018899418
2023-05-06,2549883.1077184766,2178373.9868636364
2023-05-07,2615494.037773398,2357829.490298857
2023-05-08,2679355.4707429865,2405003.3445635927
2023-05-09,2789099.5040386165,2616696.6656995453
2023-05-10,3279935.396843687,2957827.9505144795
2023-05-11,3568222.307117907,3027730.125246641
2023-05-12,3868919.107063368,3248423.5426056897
2023-05-13,4118352.223300061,3335547.989890744
2023-05-14,4113277.2556978804,3409246.8502507526
2023-05-15,4261816.180995498,3368262.1520694117
2023-05-16,4285783.83106543,3687986.4760263623
2023-05-17,4547700.104463076,3770448.335857765
2023-05-18,4463004.877225092,3820467.501947437
2023-05-19,4240764.743212763,3420414.0801047646
2023-05-20,4164234.9812171054,3086202.173904855
2023-05-21,4099051.773864308,3187818.8799558664
2023-05-22,4317970.612577497,3345612.562919105
2023-05-23,4472804.722195036,3745324.503442638
2023-05-24,4976996.246385735,4270447.932531961
2023-05-25,5176281.818302339,4196803.6377812885
2023-05-26,4485368.700721352,3488800.992955625
2023-05-27,4136334.4709175685,3539867.5505563742
2023-05-28,5207922.775333124,4150652.295675659
2023-05-29,6220744.629344667,5557177.982701081
2023-05-30,7744677.43831683,6314946.710864435
2023-05-31,8441002.53137782,6778482.828871625
2023-06-01,8135562.633386368,6523236.647342098
2023-06-02,6366976.810098787,5261849.83768453
2023-06-03,5378949.690924316,4234219.742939765
2023-06-04,3030304.989581537,2377806.6744692153
2023-06-05,2967705.4956682343,2275925.1374859735
2023-06-06,3186455.432361113,2477484.681760414
2023-06-07,3401654.9608583134,2809853.5652556405
2023-06-08,3300160.578892252,2762277.258845766
2023-06-09,3107627.327771338,2623757.8340357677
2023-06-10,2901040.2975524943,2581028.8509531687
2023-06-11,3242848.2636558698,2639871.0318511333
2023-06-12,3800190.4149495605,3157064.4709455366
2023-06-13,3967710.1472943947,3324217.332905
2023-06-14,4325437.28756022,3869677.772882905
2023-06-15,4309658.345127221,3650784.476842548
2023-06-16,3828359.0397693,3079822.6713801716
2023-06-17,3673293.4159182217,3058475.9504775642
2023-06-18,3863483.490282943,3151322.184672403
2023-06-19,4247927.635433262,3290560.0253659766
2023-06-20,4034920.1994794277,3465880.076324121
2023-06-21,4480541.860081084,3662605.2518493324
2023-06-22,4281136.454224974,3824063.5145761142
2023-06-23,3839854.940987766,3208596.61290518
2023-06-24,3610038.9422059734,2973789.2689809604
2023-06-25,3788956.800764554,2873181.403550874
2023-06-26,4263211.377762336,3427704.5631654253
2023-06-27,4437452.457532316,4188334.4137010076
2023-06-28,5389549.794428489,5355758.909658366
2023-06-29,6514087.269518707,6488929.216051249
2023-06-30,6060834.2255273145,5149415.690091908
2023-07-01,4930089.472213437,4892508.146456722
2023-07-02,4462704.311292584,4548922.356998873
2023-07-03,3506658.2589129596,3048577.757297157
2023-07-04,1873553.8488883437,1507418.079900415
2023-07-05,2260900.1327931564,1856508.830644203
2023-07-06,2074895.8580388164,2184639.518365933
2023-07-07,2295718.9548327457,2233131.2812696816
2023-07-08,2095453.6659581163,2064797.592129215
2023-07-09,2253622.5989628397,1994255.692756063
2023-07-10,2504380.046909451,2418718.0679274197
2023-07-11,2743603.3726118268,2692979.8349138587
2023-07-12,3225580.855017606,3091321.050729456
2023-07-13,3170137.8280467545,3134811.3450674857
2023-07-14,2965939.980569304,2875857.6903552413
2023-07-15,2619599.7268006834,2540726.1121830735
2023-07-16,2815401.2198986784,2542745.998871505
2023-07-17,2860637.967743652,2707010.6595264752
2023-07-18,3045859.87528881,2870003.4979380625
2023-07-19,3186024.945337607,3116235.6754188105
2023-07-20,3396550.11214435,3416277.726502713
2023-07-21,3110894.28719798,2859390.3671473865
2023-07-22,2892576.3774386435,2609512.018073797
2023-07-23,3115098.4878827664,2689356.009224495
2023-07-24,3268090.9877228523,2873826.939872739
2023-07-25,3494524.4321319433,2940366.803129401
2023-07-26,3808812.4493286572,3274459.614088379
2023-07-27,4109561.120504695,3446892.939321958
2023-07-28,4304673.482541739,3224652.296699754
2023-07-29,4391852.693441261,3826265.9059465653
2023-07-30,4721193.352871647,4204756.681109736
2023-07-31,5007559.803463619,4766296.210886323
2023-08-01,4531862.682527661,4412937.8395388825
2023-08-02,3887120.812184329,4058557.652980375
2023-08-03,2796157.7880659713,3406600.845057343
2023-08-04,1937714.5971608472,2149261.518964086
2023-08-05,1992473.0372123367,2033276.1366924567
2023-08-06,2060809.4506294134,2065830.832529525
2023-08-07,2127494.994383939,2228266.6042740596
2023-08-08,2251626.87240899,2270470.414194349
2023-08-09,2375772.3583695386,2474023.0739542446
2023-08-10,2493628.9122011242,2732967.5655763005
2023-08-11,2391209.8647841546,2337141.457420479
2023-08-12,2491049.3527643615,2760507.7856183574
2023-08-13,2361561.6246445584,2762101.2765037986
2023-08-14,2784737.7072655885,2971255.5425537345
2023-08-15,2899163.8590324316,3087614.358432873
2023-08-16,3107516.020753973,3081832.3725722
2023-08-17,3515889.686942547,3242307.2582016527
2023-08-18,3228910.939814343,3089540.8883125074
2023-08-19,2686927.033543441,3002995.93615482
2023-08-20,2975978.066368789,2782270.351517079
2023-08-21,3067206.928336766,2931343.1258632513
2023-08-22,3139126.0959682656,2847552.5634082374
2023-08-23,3472520.9627037756,2970199.8982500094
2023-08-24,3421076.0728430054,3099111.0657193335
2023-08-25,2895536.3860646035,2791625.7537011947
2023-08-26,2584794.3200287367,2611471.239741008
2023-08-27,2847722.9728799346,2873702.0239639706
2023-08-28,3987736.7107599247,4191220.8934180117
2023-08-29,4717818.59069392,5193195.278036952
2023-08-30,5290212.089080402,5146012.195540847
2023-08-31,5258052.269835952,5122819.263615541
2023-09-01,3962136.6695649433,4288026.037562948
2023-09-02,2485258.343559122,1878347.4590788828
2023-09-03,2248706.9712919565,1619888.8474493409
2023-09-04,2043946.5163621912,1535114.597033189
2023-09-05,1974743.9258024055,1832725.4007239952
2023-09-06,2373983.6247852533,1744666.388053908
2023-09-07,2549864.9703774727,2251110.4950906904
2023-09-08,2617771.269089309,2240807.708030714
2023-09-09,2320675.006700498,2197857.999092886
2023-09-10,2474374.7333484013,2357355.2305463636
2023-09-11,2788781.899418229,2630377.650091109
2023-09-12,2995846.6117552817,2719148.316685829
2023-09-13,2987824.1926163165,2714107.578354121
2023-09-14,2971280.3731091763,2642447.3422543616
2023-09-15,2713198.7453682213,2576748.1056524264
2023-09-16,2446128.449577449,2543067.6403384176
2023-09-17,2989252.0146370884,2685969.490466292
2023-09-18,2975230.721134299,2563419.3949165395
2023-09-19,2938182.7811779077,2871172.648736472
2023-09-20,2894005.5498701585,2716739.9158829865
2023-09-21,2695678.721643524,2689618.594543665
2023-09-22,2614513.034834962,2541466.0310254814
2023-09-23,2679555.336808976,2646915.8519821335
2023-09-24,2812697.925604941,2809933.7507861173
2023-09-25,3124515.407081046,3039493.8155969717
2023-09-26,3405565.616998239,3214874.023538845
2023-09-27,4010670.91167312,3526781.270903441
2023-09-28,4103202.2279214403,3838638.5819140514
2023-09-29,3809965.485707041,4086717.903936434
2023-09-30,3394767.8075465397,3109415.98606072
2023-10-01,2516514.421890338,2735413.8022720567
2023-10-02,1690303.250120337,1506319.0516092824
2023-10-03,2000866.6122421261,1659311.4984004127
2023-10-04,1620383.1196241006,1328356.2224403361
2023-10-05,1757122.5671748861,1247905.2030578598
2023-10-06,1705459.1871687495,1325294.1061792863
2023-10-07,1703844.1533543465,1459560.1293873661
2023-10-08,2023285.9793946529,1526216.8250903748
2023-10-09,2116647.6786862323,1761740.8615251828
2023-10-10,2308676.0046810145,1755659.6604891857
2023-10-11,2617368.0491519705,1771062.4964723662
2023-10-12,2409634.7652100995,1775950.0496104262
2023-10-13,2384338.323400887,1739703.6061521855
2023-10-14,2476489.036120832,1821098.4903427542
2023-10-15,2608305.786427404,1923295.6433936383
2023-10-16,2673183.835325789,2022172.3966471145
2023-10-17,2543346.660581351,2011770.0195030062
2023-10-18,2453273.7386606317,2074343.8469409612
