Date,Revenue,COGS
2023-01-01,2535147.0,2605741.5
2023-01-02,1921259.2,1782800.1
2023-01-03,1542404.5,1250738.2
2023-01-04,1418671.0,1080574.8
2023-01-05,1448242.8,1087479.2
2023-01-06,1530080.8,1133611.0
2023-01-07,1680403.8,1260091.0
2023-01-08,1796713.8,1385445.2
2023-01-09,1904217.5,1535655.2
2023-01-10,1884143.5,1568862.2
2023-01-11,1814365.2,1516957.8
2023-01-12,1786932.2,1465894.5
2023-01-13,1845434.0,1474438.5
2023-01-14,1991230.2,1565283.0
2023-01-15,2191885.0,1736408.5
2023-01-16,2366974.0,1945903.4
2023-01-17,2336154.5,1972044.6
2023-01-18,2159975.8,1840649.6
2023-01-19,2005366.8,1675997.9
2023-01-20,1954831.0,1578489.5
2023-01-21,2019305.5,1582121.2
2023-01-22,2148637.2,1681788.0
2023-01-23,2566492.0,2083189.2
2023-01-24,2746056.5,2250698.5
2023-01-25,2594416.5,2117352.8
2023-01-26,2473997.0,2002373.8
2023-01-27,2581269.5,2054106.6
2023-01-28,3148335.8,2548196.8
2023-01-29,3993984.5,3260090.2
2023-01-30,4456105.5,3626782.8
2023-01-31,3698358.8,3073560.5
2023-02-01,2674934.2,2196354.8
2023-02-02,1825823.5,1421655.0
2023-02-03,1521297.8,1159352.2
2023-02-04,1578740.0,1200509.2
2023-02-05,1840773.8,1397027.2
2023-02-06,2147055.2,1608167.1
2023-02-07,2239280.8,1696806.2
2023-02-08,2137828.2,1646364.4
2023-02-09,2095332.5,1627355.0
2023-02-10,2135494.5,1654073.8
2023-02-11,2363470.0,1815751.8
2023-02-12,2626420.2,2041060.1
2023-02-13,2869096.2,2291295.2
2023-02-14,2955423.5,2402091.8
2023-02-15,2975136.2,2458565.2
2023-02-16,2887731.0,2398036.8
2023-02-17,2786934.2,2265281.8
2023-02-18,2904595.8,2351310.8
2023-02-19,3300935.8,2751361.5
2023-02-20,3764012.8,3255861.0
2023-02-21,4147324.0,3621615.0
2023-02-22,4408290.5,3845577.0
2023-02-23,4341876.5,3846187.8
2023-02-24,3989766.0,3562192.5
