Date,Revenue,COGS
2023-01-01,1952553.944602607,2034649.1301599417
2023-01-02,1764745.078159001,1611857.3703592257
2023-01-03,1648925.7160930457,1382555.7423586638
2023-01-04,1204113.9743604988,1088164.8934034705
2023-01-05,1228836.4725708761,1114227.522083582
2023-01-06,1409331.9781026766,1195601.492651869
2023-01-07,1310806.779430765,1179001.2970728732
2023-01-08,1512775.6595165064,1246008.8204891584
2023-01-09,1598138.1639978946,1441096.3824233187
2023-01-10,1839955.4802217756,1660310.6917805884
2023-01-11,1851455.2762770362,1665671.014737043
2023-01-12,1776637.2226599152,1497571.3686237386
2023-01-13,1753669.6439054192,1571252.625259899
2023-01-14,1801548.7945325654,1604098.8563721017
2023-01-15,1897511.168710371,1697469.934351526
2023-01-16,2093951.2231663319,1837484.082851884
2023-01-17,2013734.8560503332,1886715.9064023732
2023-01-18,1934937.282042574,1745849.9799032952
2023-01-19,1943886.7504819836,1804263.4994770382
2023-01-20,1948112.1022890157,1694902.3595208903
2023-01-21,1932284.9602572503,1737065.1960625066
2023-01-22,2237699.1903627496,1925078.5005016846
2023-01-23,2261534.6883579623,2100951.339182981
2023-01-24,2387435.4204948056,2006563.2239463555
2023-01-25,2207905.0879275207,1965979.9147081636
2023-01-26,2328680.7257312504,1995436.6955736391
2023-01-27,2453195.5667953277,2217840.8051826116
2023-01-28,2786643.5712925233,2455382.085490975
2023-01-29,3245804.659332742,2638552.969119059
2023-01-30,3215901.936481866,2842783.5307796164
2023-01-31,3347728.5931176036,2724292.716186755
2023-02-01,2898505.8201483386,2230401.0738556474
2023-02-02,2151179.3895573705,1892325.5806979137
2023-02-03,1891294.2582754758,1639010.1585759358
2023-02-04,1528976.0102390556,1456665.8035427858
2023-02-05,1583070.681080616,1535288.1548842585
2023-02-06,1864918.2361687822,1705236.67798532
2023-02-07,1920339.6482366556,1660906.7548201948
2023-02-08,1866785.998099508,1609177.3785431096
2023-02-09,2031814.3169580991,1695645.2191871416
2023-02-10,1966529.279416526,1834149.7466017555
2023-02-11,1662827.5978827463,1684954.320188293
2023-02-12,1936845.806323976,1874221.703857636
2023-02-13,2456774.9458743325,2160147.6554804584
2023-02-14,2672509.8360178373,2270869.075903715
2023-02-15,2597291.331888491,2299149.589279839
2023-02-16,2548782.106290029,2111107.35967322
2023-02-17,2442360.8926063227,2016538.754469331
2023-02-18,2609604.3056584336,2018687.4946405136
2023-02-19,2658169.9988745227,2152681.057791258
2023-02-20,3026051.733319527,2579636.4417704246
2023-02-21,2963996.5128205246,2621170.8919024137
2023-02-22,3215503.672215968,2756028.9597531743
2023-02-23,3576136.13647376,2925159.0481221955
2023-02-24,3196013.501162506,2864696.0590490326
2023-02-25,3436877.059720517,3027787.65750343
2023-02-26,3589911.417680175,3160139.8002319383
2023-02-27,3874674.947130146,3408478.4435885693
2023-02-28,4531196.365851493,3561952.2786648017
2023-03-01,4171340.3716535806,2545791.748887131
2023-03-02,2505231.400954194,1676657.6389283913
2023-03-03,1981336.87943991,1469666.7528447905
2023-03-04,1786286.3821060595,1264623.0784439943
2023-03-05,1980136.7931243205,1494966.8479898463
2023-03-06,2209780.8901108806,1761935.4396754582
2023-03-07,2416297.3397455695,1881259.947718915
2023-03-08,2732353.974531381,2159634.842668272
2023-03-09,2803611.7019703463,2275210.565612827
2023-03-10,2556588.7451993693,2242215.5860012476
2023-03-11,2888696.3815437253,2292369.081905995
2023-03-12,3277345.5870194538,2378171.214224384
2023-03-13,3820299.834005522,2769485.977578621
2023-03-14,4003723.107920745,2832151.4939042036
2023-03-15,4454810.616168111,3148417.5191776156
2023-03-16,4124750.734314576,2981005.742574812
2023-03-17,3571547.814899646,2991680.0682820524
2023-03-18,3579265.516589388,2900096.228522976
2023-03-19,3493280.241541436,2923882.6066951687
2023-03-20,3724488.6378663788,3053025.4171657297
2023-03-21,4238515.654564194,3261898.3283598307
2023-03-22,4292453.441300281,3396891.197042749
2023-03-23,4186001.231455284,3270473.942464595
2023-03-24,3795399.2966725547,3031786.9432656574
2023-03-25,3692935.447869858,2937215.968862826
2023-03-26,3893956.0021957834,3145962.6072338843
2023-03-27,4292444.49176378,3755823.5570698758
2023-03-28,5195331.2443217505,4428573.004796933
2023-03-29,5862979.763666095,4309255.480973964
2023-03-30,9044636.834939234,7288875.954934111
2023-03-31,9313507.834170645,7535091.795019925
2023-04-01,8332721.77693355,7158435.351784563
2023-04-02,7264947.085159939,6436691.677519893
2023-04-03,6010355.085311088,5774630.204205956
2023-04-04,2573907.296318227,2517795.8984204996
2023-04-05,2477594.151403175,2199792.1919049425
2023-04-06,2800048.812330802,2708614.0056029283
2023-04-07,2771735.017383306,2496414.302642348
2023-04-08,2728584.9740808266,2434558.6335365414
2023-04-09,3009445.9489520364,2628981.133327662
2023-04-10,3156634.508916534,2721341.3939948366
2023-04-11,3212641.102354576,3031744.488571066
2023-04-12,3887637.929524981,3505486.743573124
2023-04-13,3801898.1862584776,3289033.506193803
2023-04-14,3681730.087850458,3255471.1825632756
2023-04-15,3588395.9187418413,2974310.3722724626
2023-04-16,3841628.6062890897,3150437.187851891
2023-04-17,4060184.7679436696,3302979.7445106087
2023-04-18,4464075.654684656,3515044.3313259236
2023-04-19,4642463.999387214,3722869.0080337366
2023-04-20,4173945.7756153257,3577052.88961814
2023-04-21,3812406.6296928925,3240643.8479783637
2023-04-22,3806716.8992519164,3187882.0392220933
2023-04-23,3903990.9053302887,3465428.218842025
2023-04-24,4205814.498680889,3512900.326907456
2023-04-25,4684298.191202962,3867493.802696695
2023-04-26,4902867.822814701,4059742.131684507
2023-04-27,5089342.929542717,4064344.4307369785
2023-04-28,5574217.382384422,4283041.890140087
2023-04-29,6522469.002353506,4844653.739815309
2023-04-30,7266055.288200294,5406754.061892117
2023-05-01,6435467.586300346,5095323.82671481
2023-05-02,5350583.445572975,4317623.701623229
2023-05-03,4260545.627915832,3832040.375898424
2023-05-04,2917788.531986348,2360361.792930949
2023-05-05,2875955.968135034,2225079.689360846
2023-05-06,2667115.7787079294,2090763.9777082566
2023-05-07,2881951.2839458636,2258948.388881612
2023-05-08,3147640.5067353765,2479820.493027574
2023-05-09,3106127.555734326,2586790.551981487
2023-05-10,3629891.4284414276,2992398.241507857
2023-05-11,3396953.96368984,2984244.5879729767
2023-05-12,3573730.547411124,3021750.754918164
2023-05-13,3654315.2970433175,2966471.0463363095
2023-05-14,4065154.3463851404,3242539.0996124297
2023-05-15,4174867.8518319065,3303890.690395956
2023-05-16,4326263.684854735,3575044.982956988
2023-05-17,4712697.07924727,3831436.3192916173
2023-05-18,4424673.1433034465,3432141.0730250063
2023-05-19,4106154.2030336084,3195716.3952674237
2023-05-20,3824550.3132094517,3240752.6268143603
2023-05-21,3895096.856832356,3338041.696731484
2023-05-22,4083920.672386784,3288147.6466434035
