Date,Revenue,COGS
2023-01-01,2152678.7696416173,2314064.7979369685
2023-01-02,1678122.197993593,1571774.5572578404
2023-01-03,1590273.2973389681,1159966.9237948435
2023-01-04,1212106.3119843157,988105.9328743896
2023-01-05,1468345.0010546402,963667.8702190301
2023-01-06,1603331.7982628744,1126666.9322075062
2023-01-07,1560604.988957868,1139648.3630536965
2023-01-08,1778301.2778335095,1274898.8467411988
2023-01-09,1988677.5419665496,1570738.5659569134
2023-01-10,2104458.892622389,1743892.2332375366
2023-01-11,2041654.9484496708,1795696.453699991
2023-01-12,1696152.067268335,1687718.8771329338
2023-01-13,1754140.423602053,1612964.0508036024
2023-01-14,1824415.5954320694,1567016.3804168033
2023-01-15,1947330.3595426988,1876718.1721596178
2023-01-16,2372237.5213302514,2098447.0400481
2023-01-17,2213162.5674499986,1961678.3463444177
2023-01-18,2185315.2761965552,1928936.0955134344
2023-01-19,2121314.220649803,1784965.281674509
2023-01-20,2063588.3860241913,1712690.9377029967
2023-01-21,2160953.138641854,2108354.339350605
2023-01-22,2508439.480719245,2167512.3051146152
2023-01-23,2680875.229891673,2341038.1843794878
2023-01-24,2546768.940378414,2233319.350043232
2023-01-25,2373403.4446138246,2043222.5273143589
2023-01-26,2366498.3132854705,2083120.4715228535
2023-01-27,2738260.138678168,2196392.017447222
2023-01-28,3317765.186199046,2497241.0139198555
2023-01-29,3334370.972131095,2668197.4869957427
2023-01-30,3511818.346005178,2802771.326558924
2023-01-31,2885335.4586139824,2434830.543161369
2023-02-01,3039454.7253837343,2542750.605032844
2023-02-02,2246965.1225043805,1493018.692542506
2023-02-03,1965416.382557817,1379263.1260768427
2023-02-04,1723694.347104486,1477830.2569473493
2023-02-05,1949987.6181631454,1401010.0740637372
2023-02-06,2078012.172209577,1694725.5116736763
2023-02-07,2029018.921378282,1689392.408692692
2023-02-08,2168830.657606126,1744410.6993326896
2023-02-09,2123562.1365447934,1702464.2418070931
2023-02-10,2071931.8471000409,1531280.4879542885
2023-02-11,2363249.2407633485,1613336.7447112617
2023-02-12,2510530.9802517514,1733079.9300735425
2023-02-13,2889102.6857837904,1845263.354547871
2023-02-14,3032815.2326016547,2050838.9240310024
2023-02-15,2902650.216256199,2109298.271640753
2023-02-16,2684435.3591804495,1928065.746053807
2023-02-17,2652118.2391396817,1868321.1467789833
2023-02-18,2782375.1636109063,1993399.2308332687
2023-02-19,2830044.3673993372,2071561.6315348283
2023-02-20,3157986.8823497784,2225647.6403351403
2023-02-21,3282201.0851280293,2219706.011735276
2023-02-22,3563249.6051677843,2492103.5643740855
2023-02-23,3711065.4275178635,2775554.59478141
2023-02-24,3333993.7058965904,2438515.134950266
2023-02-25,3324963.544253403,2532760.7759823543
2023-02-26,3508245.818946864,2824073.9091306273
2023-02-27,4305574.67476674,3650954.529245575
2023-02-28,3787229.9685079404,3264034.4643052462
2023-03-01,3640782.8255327977,2693003.485737354
2023-03-02,2157535.036936648,1641627.6229858017
2023-03-03,1839547.6136205734,1174442.8014674766
2023-03-04,1542329.2023020333,1246006.5154632523
2023-03-05,1873002.3008240706,1143000.570511072
2023-03-06,1960732.6479076827,1530847.401800698
2023-03-07,2184617.6073318874,1505204.3476453037
2023-03-08,2631166.5686842105,2164653.4593950463
2023-03-09,2792647.680102075,1937243.9360716112
2023-03-10,2464510.4488198357,1798252.778887693
2023-03-11,2431348.051018673,1890940.410674265
2023-03-12,2821804.229395017,2079839.4587642655
2023-03-13,3163623.5651270635,2711912.607210728
2023-03-14,3543408.9505191967,2829422.88998162
2023-03-15,4013307.08594793,3150251.2492922437
2023-03-16,3612817.891028863,2792363.2380122454
2023-03-17,3212768.4829311627,2564131.963551605
2023-03-18,3165006.173831299,2453417.0462277983
2023-03-19,3310000.438701389,2554512.7637878913
2023-03-20,3513770.536974386,2848200.717518036
2023-03-21,3671284.368996538,3145573.799293406
2023-03-22,4194142.605136314,3412239.642103809
2023-03-23,4068330.234831003,3269777.3848832753
2023-03-24,3486093.6052751797,2580662.633609247
2023-03-25,3294295.124648608,2448745.878391306
2023-03-26,3319544.3163376977,2657232.0195668996
2023-03-27,3936279.143197039,3544751.395074391
2023-03-28,4461283.018851857,4143290.438997472
2023-03-29,5353712.1653296575,4736716.790664965
2023-03-30,9757327.237942731,8833272.925908301
2023-03-31,7984456.311618748,8111156.941372411
2023-04-01,8341069.785469396,7916910.917853279
2023-04-02,7643132.373947046,7214187.629826203
2023-04-03,6916742.709047162,6660490.7834006185
2023-04-04,2692391.239699546,2211141.4043587935
2023-04-05,2863024.2931677164,2544071.0931016603
2023-04-06,3082546.4802375487,2509554.194731076
2023-04-07,2698258.054093105,2398117.686213764
2023-04-08,2953591.6525576147,2329142.352333617
2023-04-09,3128277.1259833896,2548662.264876523
2023-04-10,3296478.2997317263,2844974.7750587957
2023-04-11,3477445.94757031,3031824.3799296985
2023-04-12,4076245.1770128277,3604647.4183090455
2023-04-13,3967692.0358946333,3352039.7839558553
2023-04-14,3576089.1259982083,3050451.7119498034
2023-04-15,3698382.4083819976,2956348.747291267
2023-04-16,3758800.1181253414,3095185.9142599422
2023-04-17,3934216.468322728,3239893.141216202
2023-04-18,4180192.9096819675,3422476.355959116
2023-04-19,4469196.108041012,3799893.026833498
2023-04-20,4400963.510880029,3520294.250531086
2023-04-21,3731508.878509653,3076121.212304911
2023-04-22,3903193.535486714,3116006.5740084844
2023-04-23,4076982.99724059,3294386.837992024
2023-04-24,4275286.211634949,3645488.654132745
2023-04-25,4744574.400956817,3913653.8127976437
2023-04-26,5303762.437663095,4291637.933422043
2023-04-27,5022383.573365546,4277307.558695769
2023-04-28,5371277.946670858,4097881.03366944
2023-04-29,6558126.142184524,5937724.70023567
2023-04-30,6196997.677532057,5740069.669786507
