Date,Revenue,COGS
2023-01-01,903772.5,1209484.0
2023-01-02,757956.0,1019074.5
2023-01-03,651652.0,868727.75
2023-01-04,572697.0,709583.5
2023-01-05,535920.75,610294.0
2023-01-06,526594.5,590185.75
2023-01-07,518289.28,605394.75
2023-01-08,527373.75,688617.75
2023-01-09,618450.5,768199.5
2023-01-10,668027.75,872524.5
2023-01-11,702341.5,916250.75
2023-01-12,725960.5,912456.5
2023-01-13,709005.5,875455.0
2023-01-14,700459.0,831651.75
2023-01-15,692683.75,846962.25
2023-01-16,703537.5,851458.0
2023-01-17,723984.5,853948.0
2023-01-18,748135.25,850604.5
2023-01-19,765543.5,845866.25
2023-01-20,804965.5,865331.0
2023-01-21,813949.0,873664.75
2023-01-22,846730.0,929761.25
2023-01-23,993244.25,1094186.2
2023-01-24,1153524.2,1235272.5
2023-01-25,1197756.5,1287739.8
2023-01-26,1269506.0,1325210.2
2023-01-27,1418217.5,1417136.8
2023-01-28,1485471.0,1493500.2
2023-01-29,1566333.0,1582060.8
2023-01-30,1706453.5,1615496.9
2023-01-31,1798269.5,1597503.8
2023-02-01,1357468.2,1131318.0
2023-02-02,953791.25,749490.0
2023-02-03,741022.5,528233.0
2023-02-04,704698.25,431240.25
2023-02-05,699350.25,432753.0
2023-02-06,790183.5,448312.5
2023-02-07,876407.5,482121.25
2023-02-08,951600.75,492518.5
2023-02-09,959866.25,518147.25
2023-02-10,986049.25,570880.0
2023-02-11,1102869.2,662683.0
2023-02-12,1158366.2,773001.5
2023-02-13,1228606.2,847614.25
2023-02-14,1242212.0,872198.0
2023-02-15,1185036.8,901724.5
2023-02-16,1161985.5,929389.75
2023-02-17,1214369.2,964155.25
2023-02-18,1239844.0,971246.0
2023-02-19,1274643.0,1010557.0
2023-02-20,1314023.2,1085794.2
2023-02-21,1343859.2,1102910.8
2023-02-22,1366204.0,1103657.2
2023-02-23,1393180.0,1107759.2
2023-02-24,1452179.5,1149569.0
2023-02-25,1522319.2,1173311.0
2023-02-26,1568650.5,1248241.5
2023-02-27,1564050.2,1223478.5
2023-02-28,1511431.2,1139979.0
2023-03-01,1288832.0,932062.0
2023-03-02,1044762.0,747117.75
2023-03-03,839513.5,610535.0
2023-03-04,620389.75,498537.0
2023-03-05,552924.5,470889.75
2023-03-06,646657.25,516859.0
2023-03-07,851403.0,789377.5
2023-03-08,1005701.75,1069570.5
2023-03-09,1325286.2,1410527.0
2023-03-10,1609481.8,1697435.8
2023-03-11,1930353.2,1994784.4
2023-03-12,2311521.0,2345357.2
2023-03-13,2823317.0,2720693.0
2023-03-14,3082899.2,2897760.2
2023-03-15,3257443.0,3014760.0
2023-03-16,3407974.0,3110993.0
2023-03-17,3556826.2,3196889.2
2023-03-18,3648596.0,3249036.0
2023-03-19,3784312.2,3349488.0
2023-03-20,3958917.8,3436706.5
2023-03-21,4052233.2,3499772.0
2023-03-22,4112086.8,3565645.0
2023-03-23,4138246.2,3580463.5
2023-03-24,4206452.0,3617941.0
2023-03-25,4237998.0,3637768.8
