Date,prod_avg_unit_price_91d_gap549,prod_units_per_order_91d_gap549,prod_margin_pct_91d_gap549,prod_discount_rate_91d_gap549,prod_high_price_revenue_share_91d_gap549,prod_high_price_unit_share_91d_gap549,prod_casual_revenue_share_91d_gap549,exp_category_share_casual,prod_genz_revenue_share_91d_gap549,exp_category_share_genz,prod_outdoor_revenue_share_91d_gap549,exp_category_share_outdoor,prod_streetwear_revenue_share_91d_gap549,exp_category_share_streetwear,prod_balanced_segment_revenue_share_91d_gap549,prod_everyday_segment_revenue_share_91d_gap549,prod_performance_segment_revenue_share_91d_gap549,prod_premium_segment_revenue_share_91d_gap549,prod_category_entropy_91d_gap549
2023-01-01,6650.478471304284,4.711646727656579,0.13770852845961984,0.029441862525642765,0.654158480313491,0.3838915649154251,0.03973104534478806,0.03973104534478806,0.024597499793583288,0.024597499793583288,0.07553361159610701,0.07553361159610701,0.8601378432655216,0.8601378432655216,0.45124879438443577,0.26850541242068743,0.11950425009375433,0.01678820635621227,0.544001153329214
2023-01-02,6679.278132285428,4.706651253779121,0.13759695600103244,0.02940444970644022,0.6567494155101941,0.38742891689180253,0.039868328850658684,0.039868328850658684,0.024500780149998954,0.024500780149998954,0.07449666582795006,0.07449666582795006,0.8611342251713922,0.8611342251713922,0.45312808674265853,0.2681631840191664,0.11874462308312304,0.016660557848201092,0.5415489688862796
2023-01-03,6687.444810063663,4.703021039381406,0.13861972304884923,0.028865518180634528,0.6567843154549212,0.3874433632209838,0.04011973045101702,0.04011973045101702,0.02469441647136911,0.02469441647136911,0.07441505436467481,0.07441505436467481,0.8607707987129389,0.8607707987129389,0.4531772189131681,0.26846165139124384,0.11827803039141113,0.016573376324726264,0.5428092805511929
2023-01-04,6694.828356164383,4.699909828674482,0.1390227548128571,0.028750996081677048,0.6569924471175035,0.3881470396377729,0.040157936373053885,0.040157936373053885,0.024674574118770946,0.024674574118770946,0.07401964323667881,0.07401964323667881,0.8611478462714963,0.8611478462714963,0.4531682070525435,0.268589070356335,0.11845090388278592,0.016343141919123366,0.5418867584229445
2023-01-05,6692.376846331156,4.702375575828742,0.13851234146552657,0.028919357354383193,0.6568712082045698,0.38784095274683056,0.040225409836120864,0.040225409836120864,0.024838199729994556,0.024838199729994556,0.07379752710261561,0.07379752710261561,0.861138863331269,0.861138863331269,0.45345935144864374,0.2682231322423886,0.1185724704108269,0.01616734240003156,0.5421288831693437
2023-01-06,6692.156395731812,4.698126866346937,0.13835893567207405,0.028915731264177146,0.6577107173546272,0.3886245883010073,0.040235965311773196,0.040235965311773196,0.02487735213866461,0.02487735213866461,0.07392191290822535,0.07392191290822535,0.860964769641337,0.860964769641337,0.45452483748228034,0.2676526584075636,0.1179159829107083,0.016157529407805953,0.5426055047418558
2023-01-07,6693.780939869988,4.696774193548387,0.13847174623831482,0.028780019868716,0.6578363905616779,0.38941340349791054,0.04035124790104509,0.04035124790104509,0.025005830776298404,0.025005830776298404,0.07338341991550598,0.07338341991550598,0.8612595014071508,0.8612595014071508,0.4539905445146391,0.26822694803049474,0.11795303455336077,0.01594563184443627,0.5420894526977823
2023-01-08,6693.749376029135,4.69324484044004,0.1378034476519098,0.02908607817267048,0.6584714240386127,0.39005443521047634,0.040121505084709075,0.040121505084709075,0.02494255010620892,0.02494255010620892,0.07334103557385456,0.07334103557385456,0.8615949092352274,0.8615949092352274,0.45459468483671894,0.26821681878507553,0.11764757132690977,0.015886907285139137,0.5410571007420647
2023-01-09,6685.500137397775,4.691090909090909,0.13665777327485903,0.029382778582950606,0.6577257337728426,0.38946164877330336,0.03997995660672067,0.03997995660672067,0.024911284211050898,0.024911284211050898,0.07305653457211693,0.07305653457211693,0.8620522246101117,0.8620522246101117,0.45510952794916926,0.26837360730276466,0.11737698858307494,0.0158074717302125,0.5398103806033386
2023-01-10,6684.20705649619,4.689921775513917,0.13569499930259002,0.029683371750530412,0.6581282271050243,0.3900428618529509,0.0402830260941094,0.0402830260941094,0.02487301934691258,0.02487301934691258,0.07264752483166445,0.07264752483166445,0.8621964297273135,0.8621964297273135,0.4551556753331659,0.26819057265770857,0.11773462489247066,0.01578914573795029,0.5395936735596263
