Date,lead_time_mean_7d,lead_time_p90_7d,lead_time_p95_7d,late_rate_7d,ontime_rate_7d,orders_8_10_days_share,orders_gt10_days_share,shipping_fee_avg_7d,cancel_rate_7d,pre_ship_cancel_rate_7d,post_ship_cancel_rate_7d,cod_share_7d,ops_lead_time_mean_91d_gap549,ops_lead_time_p90_91d_gap549,ops_late_rate_91d_gap549,ops_shipping_fee_per_order_91d_gap549,ops_return_order_rate_91d_gap549,return_rate_7d,refund_to_revenue_7d,ops_return_qty_sum_91d_gap549,refund_amount_7d,ops_refund_amount_sum_91d_gap549,ops_wrong_size_return_share_91d_gap549,ops_defective_return_share_91d_gap549,ops_not_as_described_return_share_91d_gap549,ops_late_delivery_return_share_91d_gap549,wrong_size_share_7d,defective_share_7d,not_as_described_share_7d,late_delivery_refund_share_7d,exchange_share_7d,ops_avg_rating_91d_gap549,ops_low_rating_share_91d_gap549,rating_leq2_share_7d,low_rating_after_late_share_7d,ops_fill_rate_gap549,ops_fill_rate_roll_mean_91d_gap549,ops_stockout_rate_gap549,ops_stockout_rate_roll_mean_91d_gap549,ops_overstock_rate_gap549,ops_overstock_rate_roll_mean_91d_gap549,ops_sell_through_gap549,ops_sell_through_roll_mean_91d_gap549,ops_days_of_supply_gap549,ops_days_of_supply_roll_mean_91d_gap549,stockout_flag_rate_7d,overstock_flag_rate_7d,avg_dos_7d,p90_dos_28d,p95_dos_28d,dos_tail_ratio,hero_sku_stockout_rate,fill_rate_weighted_rev,low_stock_sku_share,stale_stock_share_180d,inventory_imbalance_idx,inv_turnover_proxy,dos_acceleration_28d,stockout_streak_max_14d,overstock_age_pressure_idx,late_rate_zscore_28d,late_persistence_3d,sla_breach_severity_7d,eta_tail_concentration_7d,lane_late_rate_7d,lane_refund_to_rev_7d,lane_cancel_rate_7d,lane_stockout_rate_7d,lane_cod_share_7d,lane_profit_leakage_proxy,lane_refund_hhi_7d,lane_tail_eta_refund_coupling,lane_inventory_stress_idx,refund_reason_entropy_7d,wrong_size_to_defect_ratio_7d,refund_acceleration_7d,late_x_refund,late_tail_x_low_rating,stockout_x_late,overstock_x_refund,q3_x_overstock,dec_x_dos_tail,cod_x_cancel,lane_late_x_lane_refund
2023-01-01,5.960180876403602,8.842857142857143,9.357142857142858,0.2463768115942029,0.7536231884057971,0.2463768115942029,0.0,4.074795783926219,0.09179170344218888,0.09179170344218888,0.0,0.15180935569285084,5.989467991209617,8.654945054945056,0.25067024128686327,3.792069705093834,0.06720285969615729,0.06719367588932806,0.040127261437028466,2099.0,932895.51,12735026.149999999,0.3617021276595745,0.1675531914893617,0.17952127659574468,0.1023936170212766,0.35294117647058826,0.0784313725490196,0.19607843137254902,0.0784313725490196,0.29411764705882354,3.899335232668566,0.13912630579297247,0.1456953642384106,0.14814814814814814,0.9585898076923077,0.9601572584378624,0.7,0.683063059020456,0.7346153846153847,0.7238215498652547,0.1554598076923077,0.15076773077309424,952.5671153846155,1043.9228688641701,0.7062554553389584,0.7205098363957835,1089.7260422774782,2882.278571428572,4714.035714285713,4.32589066554158,0.648,0.9641551641536965,0.0,0.6707667477323772,1.4267652917347418,0.24442282729741308,-41.147678067858806,0.7087576374745418,3.116846775695411,,,0.4281949934123847,0.0,0.2463768115942029,0.040127261437028466,0.09179170344218888,0.7062554553389584,0.15180935569285084,0.9927595283701898,0.26182237600922725,0.0,1.4267652917347418,1.4462638586544494,4.5,,0.009886426730862086,0.0,0.17400496725742454,0.02891208657300421,0.0,0.0,0.013934839357507934,0.009886426730862086
2023-01-02,5.91523184037326,8.700000000000001,9.357142857142858,0.2441860465116279,0.7558139534883721,0.2441860465116279,0.0,4.019315245478036,0.0985797827903091,0.0985797827903091,0.0,0.14536340852130325,5.9928684630204145,8.643956043956045,0.2508944543828265,3.7861699463327367,0.06735241502683363,0.06459948320413436,0.04167470474153415,2096.0,987896.3800000001,12802682.51,0.3612217795484728,0.16733067729083664,0.18193891102257637,0.09827357237715803,0.3,0.1,0.22,0.04,0.34,3.8980559506875294,0.13940256045519203,0.1503267973856209,0.125,0.9585898076923077,0.9600950974127225,0.7,0.6835357260992937,0.7346153846153847,0.7235178677871763,0.1554598076923077,0.15100432067035321,952.5671153846155,1043.107715209016,0.7050043642711668,0.7233309460397038,1062.2942568989056,2866.267857142858,4691.05357142857,4.415964353533165,0.6385542168674698,0.9639707559434509,0.0,0.6697936631438217,1.4283353103108705,0.24453317566219843,-61.721517101788095,0.7087576374745418,3.1942036735187536,,,0.4108527131782946,0.0,0.2441860465116279,0.04167470474153415,0.0985797827903091,0.7050043642711668,0.14536340852130325,0.9908651155243289,0.2656,0.0,1.4283353103108705,1.4201087696369201,2.9999999999999996,,0.010176381390374618,0.0,0.17215222848481979,0.03014460360661923,0.0,0.0,0.014329893237689042,0.010176381390374618
2023-01-03,5.861172541181886,8.557142857142859,9.214285714285714,0.23581336696090793,0.7641866330390921,0.23581336696090793,0.0,4.1024211853720045,0.09707112970711297,0.09707112970711297,0.0,0.15481171548117154,5.996632915958781,8.632967032967034,0.2512363996043521,3.789928963222732,0.06726013847675569,0.0617906683480454,0.04248119006296376,2086.0,1001510.62,12750234.1,0.36363636363636365,0.16711229946524064,0.18315508021390375,0.09759358288770054,0.3469387755102041,0.061224489795918366,0.20408163265306123,0.061224489795918366,0.32653061224489793,3.8981525343439127,0.1397441970630033,0.1503267973856209,0.15789473684210525,0.9585898076923077,0.9600329363875826,0.7,0.6840083931781314,0.7346153846153847,0.7232141857090981,0.1554598076923077,0.15124091056761219,952.5671153846155,1042.292561553862,0.703753273203375,0.726152055683624,1034.862471520333,2850.257142857143,4668.071428571427,4.510813327411022,0.6290322580645161,0.9637862288112781,0.0,0.6688205785552662,1.429905328886999,0.2446435240269838,-82.29535613571761,0.7087576374745418,3.275536370504601,,,0.37831021437578816,0.0,0.23581336696090793,0.04248119006296376,0.09707112970711297,0.703753273203375,0.15481171548117154,0.9820478302272466,0.2761349437734277,0.0,1.429905328886999,1.3990943579730495,5.666666666666667,,0.010017632461253749,0.0,0.16595442886384756,0.030847803492107875,0.0,0.0,0.01502774811365347,0.010017632461253749
2023-01-04,5.77182398124509,8.414285714285715,9.071428571428571,0.21551724137931033,0.7844827586206897,0.21551724137931033,0.0,4.279987684729064,0.09466911764705882,0.09466911764705882,0.0,0.15441176470588236,6.000213784711461,8.623076923076924,0.2522840343735866,3.789716870194482,0.06748077792853913,0.05541871921182266,0.04472199156450191,2076.0,948205.4700000001,12745134.25,0.3646112600536193,0.16890080428954424,0.18230563002680966,0.09517426273458444,0.3333333333333333,0.1111111111111111,0.2,0.044444444444444446,0.3111111111111111,3.902566539923954,0.1373574144486692,0.1232876712328767,0.13636363636363635,0.9585898076923077,0.9599707753624427,0.7,0.6844810602569691,0.7346153846153847,0.7229105036310199,0.1554598076923077,0.15147750046487113,952.5671153846155,1041.4774078987082,0.7025021821355832,0.7289731653275443,1007.4306861417606,2834.246428571429,4645.0892857142835,4.610827672426736,0.6194331983805668,0.9636015826421043,0.0,0.6678474939667108,1.4314753474631274,0.24475387239176918,-102.8691951696469,0.7087576374745418,3.3611696431487514,,,0.3411330049261084,0.0,0.21551724137931033,0.04472199156450191,0.09466911764705882,0.7025021821355832,0.15441176470588236,0.9627414150793955,0.26222222222222225,0.0,1.4314753474631274,1.4338611397600278,3.0,,0.00963836025097024,0.0,0.15140133235680672,0.032601131750526695,0.0,0.0,0.014618025519031142,0.00963836025097024
2023-01-05,5.764492800185095,8.271428571428572,8.928571428571429,0.20763723150357996,0.7923627684964201,0.20763723150357996,0.0,4.465763723150358,0.09580838323353294,0.09580838323353294,0.0,0.14770459081836326,6.002148903619056,8.623076923076924,0.2538020216738002,3.7835552317639563,0.06820872415991258,0.0513126491646778,0.04198240236021631,2078.0,814474.18,12685575.43,0.3658210947930574,0.16688918558077437,0.1829105473965287,0.09612817089452604,0.27906976744186046,0.13953488372093023,0.20930232558139536,0.06976744186046512,0.32558139534883723,3.896190476190476,0.13857142857142857,0.13768115942028986,0.13953488372093023,0.9585898076923077,0.9599086143373028,0.7,0.6849537273358067,0.7346153846153847,0.7226068215529415,0.1554598076923077,0.1517140903621301,952.5671153846155,1040.6622542435541,0.7012510910677916,0.7317942749714644,979.9989007631879,2818.235714285715,4622.1071428571395,4.716441150349872,0.6097560975609756,0.9634168173207078,0.0,0.6668744093781553,1.4330453660392561,0.24486422075655456,-123.44303420357653,0.7087576374745418,3.451464632065864,,,0.3221957040572792,0.0,0.20763723150357996,0.04198240236021631,0.09580838323353294,0.7012510910677916,0.14770459081836326,0.9508707249315879,0.25202812330989727,0.0,1.4330453660392561,1.5094350651406625,2.0,,0.008717109797944676,0.0,0.14560583513818107,0.030722481696754792,0.0,0.0,0.014151338042477918,0.008717109797944676
2023-01-06,5.800053993431531,8.142857142857142,8.928571428571429,0.21283783783783783,0.7871621621621622,0.21283783783783783,0.0,4.459842342342342,0.09857482185273159,0.09857482185273159,0.0,0.15795724465558195,6.004968314889173,8.623076923076924,0.25566461792496104,3.786591138427667,0.06935143564810568,0.057432432432432436,0.06962172329921935,2108.0,1135563.99,12942510.479999999,0.3611111111111111,0.17063492063492064,0.18386243386243387,0.09523809523809523,0.2549019607843137,0.19607843137254902,0.21568627450980393,0.0392156862745098,0.3137254901960784,3.8947368421052633,0.13940256045519203,0.1564625850340136,0.1702127659574468,0.9585898076923077,0.959846453312163,0.7,0.6854263944146444,0.7346153846153847,0.7223031394748632,0.1554598076923077,0.15195068025938904,952.5671153846155,1039.8471005884,0.7,0.7346153846153847,952.5671153846155,2802.225000000001,4599.124999999996,4.828137488394211,0.6,0.9632319327317176,0.0,0.6659013247896,1.4346153846153846,0.24497456912133994,-144.01687323750582,0.7087576374745418,3.546824078012671,,,0.32657657657657657,0.0,0.21283783783783783,0.06962172329921935,0.09857482185273159,0.7,0.15795724465558195,0.9824595611370571,0.2499038831218762,0.0,1.4346153846153846,1.4894152628820791,1.2999999999999998,,0.014818137053550064,0.0,0.14898648648648646,0.051145189039041916,0.0,0.0,0.015570607252272328,0.014818137053550064
2023-01-07,5.907150165233584,8.142857142857142,8.971428571428572,0.23127035830618892,0.7687296416938111,0.23127035830618892,0.0,4.393192182410423,0.09612625538020086,0.09612625538020086,0.0,0.15208034433285508,6.008974691821313,8.634065934065935,0.25714814472101416,3.786919589155177,0.06949199592856482,0.053203040173724216,0.07870243111572212,2088.0,1086657.52,12912921.040000001,0.36351531291611183,0.170439414114514,0.18242343541944075,0.09454061251664447,0.2857142857142857,0.22448979591836735,0.22448979591836735,0.04081632653061224,0.24489795918367346,3.8974480151228734,0.138468809073724,0.11486486486486487,0.15217391304347827,0.9585898076923077,0.9597842922870231,0.7,0.6858990614934821,0.7346153846153847,0.7219994573967851,0.1554598076923077,0.152187270156648,952.5671153846155,1039.0319469332462,0.7,0.7346153846153847,952.5671153846155,2786.2142857142862,4576.142857142853,4.804010954435642,0.6,0.9632319327317176,0.0,0.6649282402010446,1.4346153846153846,0.24497456912133994,-137.15892689286272,0.7087576374745418,3.529100354989261,,,0.3528773072747014,0.0,0.23127035830618892,0.07870243111572212,0.09612625538020086,0.7,0.15208034433285508,1.009972789421911,0.24406497292794668,0.0,1.4346153846153846,1.5037824924648502,1.2727272727272727,,0.018201539443701207,0.0,0.16188925081433223,0.05781601670424202,0.0,0.0,0.01461891401764891,0.018201539443701207
2023-01-08,5.993450258430229,8.142857142857142,9.042857142857143,0.23664921465968586,0.7633507853403141,0.23664921465968586,0.0,4.137780104712042,0.10409556313993173,0.10409556313993173,0.0,0.13822525597269625,6.0068333262169995,8.623076923076924,0.25641504152281425,3.7545525800130632,0.06979565176821871,0.05235602094240838,0.08848139967300002,2075.0,1065608.43,12838446.930000002,0.36363636363636365,0.1697860962566845,0.18449197860962566,0.0962566844919786,0.3,0.24,0.24,0.06,0.18,3.901275389702409,0.136986301369863,0.11038961038961038,0.15217391304347827,0.9585898076923077,0.9597221312618833,0.7,0.6863717285723198,0.7346153846153847,0.7216957753187068,0.1554598076923077,0.15242386005390696,952.5671153846155,1038.216793278092,0.7,0.7346153846153847,952.5671153846155,2770.2035714285716,4553.160714285709,4.779884420477073,0.6,0.9632319327317176,0.0,0.6639551556124891,1.4346153846153846,0.24497456912133994,-130.30098054821963,0.7087576374745418,3.5113766319658497,,,0.36020942408376966,0.0,0.23664921465968586,0.08848139967300002,0.10409556313993173,0.7,0.13822525597269625,1.025130614332686,0.24119999999999997,0.0,1.4346153846153846,1.5236760520671997,1.25,,0.02093905374460524,0.0,0.16565445026178008,0.06499979745208848,0.0,0.0,0.014388635860639029,0.02093905374460524
2023-01-09,6.2125981621569375,8.285714285714286,9.185714285714285,0.2664543524416136,0.7335456475583864,0.2664543524416136,0.0,4.201624203821656,0.09375,0.09375,0.0,0.140625,6.008213814368996,8.623076923076924,0.25591882750845546,3.767244456971063,0.06999248402856069,0.04883227176220807,0.09124461232141391,2068.0,987140.4099999999,12886414.34,0.36644295302013424,0.16778523489932887,0.18389261744966443,0.09664429530201342,0.34782608695652173,0.21739130434782608,0.2391304347826087,0.08695652173913043,0.13043478260869565,3.900282220131703,0.13687676387582315,0.10493827160493827,0.16,0.9585898076923077,0.9596599702367434,0.7,0.6868443956511574,0.7346153846153847,0.7213920932406285,0.1554598076923077,0.15266044995116593,952.5671153846155,1037.401639622938,0.7,0.7346153846153847,952.5671153846155,2754.1928571428575,4530.178571428566,4.755757886518503,0.6,0.9632319327317176,0.0,0.6629820710239336,1.4346153846153846,0.24497456912133994,-123.44303420357653,0.7087576374745418,3.493652908942439,,,0.4140127388535032,0.0,0.2664543524416136,0.09124461232141391,0.09375,0.7,0.140625,1.0576989647630275,0.24999999999999997,0.0,1.4346153846153846,1.5192672367082725,1.6,,0.02431252408988842,0.0,0.1865180467091295,0.06702969597457714,0.0,0.0,0.01318359375,0.02431252408988842
2023-01-10,6.328879852297782,8.428571428571429,9.328571428571427,0.28378378378378377,0.7162162162162162,0.28378378378378377,0.0,4.285844594594595,0.10882956878850103,0.10882956878850103,0.0,0.13963039014373715,6.001381769179144,8.612087912087913,0.2535464346510308,3.7753007376584073,0.07102326461131077,0.061936936936936936,0.10405117554889666,2073.0,1062351.8599999999,12911228.17,0.36750998668442075,0.16245006657789615,0.1877496671105193,0.0985352862849534,0.34545454545454546,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.12727272727272726,3.9031954887218046,0.13674812030075187,0.0975609756097561,0.125,0.9585898076923077,0.9595978092116035,0.7,0.6873170627299952,0.7346153846153847,0.7210884111625501,0.1554598076923077,0.1528970398484249,952.5671153846155,1036.586485967784,0.7,0.7346153846153847,952.5671153846155,2738.182142857143,4507.196428571423,4.731631352559934,0.6,0.9632319327317176,0.0,0.6620089864353782,1.4346153846153846,0.24497456912133994,-116.5850878589332,0.7087576374745418,3.475929185919029,,,0.44707207207207206,0.0,0.28378378378378377,0.10405117554889666,0.10882956878850103,0.7,0.13963039014373715,1.0878349593326804,0.2512396694214876,0.0,1.4346153846153846,1.5118391493968129,1.9,,0.029528036304416617,0.0,0.19864864864864862,0.07643759434553563,0.0,0.0,0.015195915149113079,0.029528036304416617
