Date,mkt_promo_line_share_91d_gap549,daily_promo_line_share_lag_365,mkt_discount_rate_91d_gap549,daily_discount_rate_lag_365,mkt_promo_revenue_share_91d_gap549,mkt_discount_amount_sum_91d_gap549,active_promo_count,is_any_promo_active,active_discount_avg,active_discount_max,active_discount_sum,active_percentage_promo_count,active_fixed_promo_count,has_fixed_discount_promo,active_stackable_promo_count,has_stackable_promo,active_min_order_promo_count,active_min_order_avg,sitewide_promo_count,category_promo_count,has_streetwear_promo,has_outdoor_promo,email_promo_count,online_promo_count,all_channels_promo_count,social_promo_count,in_store_promo_count,is_spring_sale_active,is_mid_year_sale_active,is_fall_launch_active,is_year_end_sale_active,is_urban_blowout_active,is_rural_special_active,promo_day_index,promo_days_remaining,promo_progress_ratio,days_to_next_promo_start,days_since_last_promo_end,active_email_promo_count,active_online_promo_count,active_all_channels_promo_count,active_social_promo_count,active_in_store_promo_count,active_sitewide_promo_count,active_category_promo_count,mkt_active_promo_count_gap549,mkt_active_promo_count_roll_mean_28d_gap549,mkt_email_promo_count_gap549,mkt_email_promo_count_roll_mean_28d_gap549,mkt_online_promo_count_gap549,mkt_online_promo_count_roll_mean_28d_gap549,mkt_sitewide_promo_count_gap549,mkt_sitewide_promo_count_roll_mean_28d_gap549,mkt_category_promo_count_gap549,mkt_category_promo_count_roll_mean_28d_gap549,mkt_active_discount_avg_gap549,mkt_active_discount_avg_roll_mean_28d_gap549,mkt_avg_discount_value_gap549,mkt_avg_discount_value_roll_mean_28d_gap549,expected_promo_line_share_month,expected_discount_rate_month,expected_promo_revenue_share_month,expected_active_promo_count_month,expected_email_promo_month,expected_online_promo_month,expected_sitewide_promo_month,expected_category_promo_month,mkt_web_sessions_91d_gap549,mkt_web_pageviews_per_session_91d_gap549,mkt_web_bounce_rate_91d_gap549,mkt_web_avg_session_duration_91d_gap549,exp_sessions_direct,exp_bounce_rate_direct,exp_sessions_email_campaign,exp_bounce_rate_email_campaign,exp_sessions_organic_search,exp_bounce_rate_organic_search,exp_sessions_paid_search,exp_bounce_rate_paid_search,exp_sessions_referral,exp_bounce_rate_referral,exp_sessions_social_media,exp_bounce_rate_social_media,mkt_direct_session_share_91d_gap549,mkt_email_campaign_session_share_91d_gap549,mkt_organic_search_session_share_91d_gap549,mkt_paid_search_session_share_91d_gap549,mkt_social_media_session_share_91d_gap549
2023-01-01,0.23784461152882205,1.0,0.029441862525642765,0.18000000276939981,0.18291204633636832,10805712.350000001,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,21.0,0.3,29.0,75.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.32142857142857145,0.0,0.0,0.0,0.0,1.0,0.32142857142857145,0.0,0.0,18.0,5.785714285714286,18.0,5.785714285714286,0.3786786258646969,0.04552407129268826,0.2829426174571647,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3936410.0,4.396377409873463,0.004473759100296971,201.19766436931113,2193.1205479452055,0.004367038160424441,4691.808219178082,0.004460246573742635,9481.895890410959,0.00452316225701351,5551.5698630136985,0.004522354160713766,3342.3205479452054,0.004572036342562423,4271.104109589041,0.00446522791899435,0.07742054308367269,0.10541864287510701,0.3447138382434757,0.14834303337304802,0.17425979509248274
2023-01-02,0.22849894291754758,1.0,0.02940444970644022,0.1800000021143663,0.17673650677240246,10710614.48,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,20.0,0.3333333333333333,28.0,76.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.35714285714285715,0.0,0.0,0.0,0.0,1.0,0.35714285714285715,0.0,0.0,18.0,6.428571428571429,18.0,6.428571428571429,0.3778762620333412,0.04546898023285409,0.28269026117397134,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3925520.0,4.392789490309564,0.00447146411176099,202.08919299863456,2193.1205479452055,0.004367038160424441,4707.624657534247,0.004454488998610823,9481.895890410959,0.00452316225701351,5551.5698630136985,0.004522354160713766,3342.3205479452054,0.004572036342562423,4271.104109589041,0.00446522791899435,0.06639528011575536,0.11417697527970816,0.3456701277792496,0.1487545599054393,0.17474321873280482
2023-01-03,0.2197896177200034,1.0,0.028865518180634528,0.17999999139047046,0.1679326868713138,10397286.39,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,19.0,0.36666666666666664,27.0,77.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.39285714285714285,0.0,0.0,0.0,0.0,1.0,0.39285714285714285,0.0,0.0,18.0,7.071428571428571,18.0,7.071428571428571,0.3770718232044199,0.04537725977783836,0.28227018043046026,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3919029.0,4.405726520523324,0.0044580534744703346,202.95971892527461,2193.1205479452055,0.004367038160424441,4707.624657534247,0.004454488998610823,9578.202739726028,0.0045111652570734235,5468.969863013699,0.00452208764867191,3342.3205479452054,0.004572036342562423,4271.104109589041,0.00446522791899435,0.06650524913186404,0.11436608404785982,0.3445863758599388,0.1490009387529411,0.17503264201413157
2023-01-04,0.21751436658375503,1.0,0.028750996081677048,0.18000000526179258,0.16590029809634854,10329583.91,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,18.0,0.4,26.0,78.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,1.0,0.42857142857142855,0.0,0.0,18.0,7.714285714285714,18.0,7.714285714285714,0.37699858923113094,0.04540191548378763,0.28238309594274774,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3912034.0,4.405947136451268,0.004466459493961453,203.81720948744314,2193.1205479452055,0.004367038160424441,4608.361643835617,0.004473325283641648,9578.202739726028,0.0045111652570734235,5468.969863013699,0.00452208764867191,3432.2109589041097,0.004569625889138915,4271.104109589041,0.00446522791899435,0.0666241653318964,0.11457057888556184,0.345202521245981,0.14926736321821335,0.16517059923303326
2023-01-05,0.21616977403557006,1.0,0.028919357354383193,0.17999999625974614,0.16460103469526718,10375711.62,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,17.0,0.43333333333333335,25.0,79.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4642857142857143,0.0,0.0,0.0,0.0,1.0,0.4642857142857143,0.0,0.0,18.0,8.357142857142858,18.0,8.357142857142858,0.37719994123696193,0.04546759233879207,0.2826839039382395,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3894081.0,4.4029787772776166,0.00447586298538731,201.9744820151404,2193.1205479452055,0.004367038160424441,4608.361643835617,0.004473325283641648,9578.202739726028,0.0045111652570734235,5463.027397260274,0.004519023743671656,3432.2109589041097,0.004569625889138915,4271.104109589041,0.00446522791899435,0.06693132474645494,0.11509878710792097,0.3467940189225648,0.14534520468372383,0.16593209026725433
2023-01-06,0.21461776859504134,1.0,0.028915731264177146,0.18000001687413414,0.16230469010760828,10345933.01,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,16.0,0.4666666666666667,24.0,80.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,18.0,9.0,18.0,9.0,0.37677878395860287,0.0454258179867203,0.28249256764652353,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3880756.0,4.399450519434873,0.004473455107716126,202.51325553577706,2107.7643835616436,0.004376232312623646,4608.361643835617,0.004473325283641648,9663.16712328767,0.004502977891476631,5463.027397260274,0.004519023743671656,3432.2109589041097,0.004569625889138915,4271.104109589041,0.00446522791899435,0.06716114076741748,0.1154939913769379,0.3559760005524697,0.14584426333425754,0.16650183624015527
2023-01-07,0.21081314878892735,1.0,0.028780019868716,0.17999998002190415,0.15876513988654473,10252616.309999999,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,0.5,23.0,81.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5357142857142857,0.0,0.0,0.0,0.0,1.0,0.5357142857142857,0.0,0.0,18.0,9.642857142857142,18.0,9.642857142857142,0.37657715949530896,0.045379568324902426,0.28228075250734536,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3868419.0,4.404695303171658,0.004470066052824164,203.64887257559226,2107.7643835616436,0.004376232312623646,4691.405479452054,0.004451139834252433,9576.265753424657,0.004493295027060338,5463.027397260274,0.004519023743671656,3432.2109589041097,0.004569625889138915,4271.104109589041,0.00446522791899435,0.06737532826718098,0.12369782073761916,0.3460866054064981,0.14630938375599956,0.1670328369289883
2023-01-08,0.2104033235243206,1.0,0.02908607817267048,0.17999999496248817,0.15766931124438807,10351428.81,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,14.0,0.5333333333333333,22.0,82.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.0,0.0,18.0,10.285714285714286,18.0,10.285714285714286,0.37663216092224444,0.04546227333481049,0.28265954040044644,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3854889.0,4.388580319692733,0.004453717113514812,201.9838996661123,2107.7643835616436,0.004376232312623646,4596.797260273973,0.00446968649405095,9576.265753424657,0.004493295027060338,5554.605479452055,0.004504036783495961,3432.2109589041097,0.004569625889138915,4271.104109589041,0.00446522791899435,0.0676118041271746,0.11195108341640965,0.34730131010257365,0.15549397142174523,0.16761909357182528
2023-01-09,0.21047165729121592,1.0,0.029382778582950606,0.1800000055785637,0.15631942821013387,10443481.61,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,13.0,0.5666666666666667,21.0,83.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6071428571428571,0.0,0.0,0.0,0.0,1.0,0.6071428571428571,0.0,0.0,18.0,10.928571428571429,18.0,10.928571428571429,0.3762285916073215,0.045435220070317514,0.282535629315678,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3843538.0,4.396434743197544,0.004466157756213156,201.38501424989164,2021.3753424657534,0.0043953032791995686,4596.797260273973,0.00446968649405095,9670.01095890411,0.0045026666768662555,5554.605479452055,0.004504036783495961,3432.2109589041097,0.004569625889138915,4271.104109589041,0.00446522791899435,0.06781147994373933,0.1122817050332272,0.3572294588995868,0.1559531868814618,0.15625837444562796
2023-01-10,0.20985622726485362,1.0,0.029683371750530412,0.17999999424331817,0.1554852123631795,10543164.52,1.0,1.0,18.0,18.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,12.0,0.6,20.0,84.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.6428571428571429,0.0,0.0,0.0,0.0,1.0,0.6428571428571429,0.0,0.0,18.0,11.571428571428571,18.0,11.571428571428571,0.37580611914367323,0.04541948257530945,0.28246355081141733,0.4657534246575342,0.0,0.08493150684931507,0.38082191780821917,0.08493150684931507,3832776.0,4.394435521407982,0.004488250980490381,201.5624775097736,2021.3753424657534,0.0043953032791995686,4504.975342465754,0.004486393618988078,9670.01095890411,0.0045026666768662555,5554.605479452055,0.004504036783495961,3519.276712328767,0.004596353990857399,4271.104109589041,0.00446522791899435,0.06800188688303203,0.11259697931734075,0.34713325276509766,0.1563910857300296,0.1566971302262381
